Survived,Age,SibSp,Parch,Fare,FamilySize,Singleton,SmallFamily,LargeFamily,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
0,1.5663444445436505,-0.47454519624983954,0.7676298785983874,0.5874293382238074,0.059159876663617626,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1,-1.0020496914641752,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.29370248431428775,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.378972702458321,6.784163299176891,2.0089333664952354,0.7519458402879414,5.64037224096421,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,1.0526656173420854,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.759134858941191,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,-0.2682227954619393,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.9286670018639517,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-2.102790035467529,3.1548090514635256,0.7676298785983874,0.1506737441786005,2.5396987052416584,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,-1.5157285186657403,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,-0.28539434482839177,-0.47454519624983954,0.7676298785983874,0.4589861417231558,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,1.126048306942309,0.4327933656785018,4.491540342288931,-0.08666388103324908,2.5396987052416584,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,1.428518649422715,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2.3001713405458863,-0.47454519624983954,-0.4736736092984604,0.026090367211616904,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,-1.8826419666668583,3.1548090514635256,0.7676298785983874,-0.06199888922968463,2.5396987052416584,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1,-2.102790035467529,0.4327933656785018,0.7676298785983874,-0.4242561406845337,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.6351362434630573,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1.9332578925447685,-0.47454519624983954,-0.4736736092984604,-0.030371322596999754,-0.5609748304808925,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.855284312263728,0.4327933656785018,0.7676298785983874,-0.4902797934380587,0.6792945838081278,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.6485044490576972,2.2474704895351842,0.7676298785983874,-0.13565761536436197,1.9195639980971482,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,1.4929617549434269,-0.47454519624983954,-0.4736736092984604,-0.07030444769415023,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.378972702458321,6.784163299176891,2.0089333664952354,0.7519458402879414,5.64037224096421,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0.15215518353362723,-0.47454519624983954,-0.4736736092984604,-0.34539461138084326,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,-1.5157285186657403,3.1548090514635256,2.0089333664952354,-0.016444159470040135,3.1598334123861687,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,-2.102790035467529,1.340131927606843,0.7676298785983874,0.13683114673782454,1.299429290952638,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,-1.8826419666668583,-0.47454519624983954,2.0089333664952354,-0.20495516825442542,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1.240488611373856,-0.47454519624983954,-0.4736736092984604,0.3583127057902398,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,0.2613538672794458,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0.059159876663617626,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1.126048306942309,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.759134858941191,0.4327933656785018,0.7676298785983874,-0.3363340021468808,0.6792945838081278,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.17207334213940226,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-0.7819016226635045,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,-1.956024656267082,0.4327933656785018,0.7676298785983874,-0.12491978668775715,0.6792945838081278,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1.0526656173420854,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,2.080023271745216,-0.47454519624983954,-0.4736736092984604,2.301728820789,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0.9059002381416382,-0.47454519624983954,0.7676298785983874,-0.47920571548543794,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.378972702458321,6.784163299176891,2.0089333664952354,0.7519458402879414,5.64037224096421,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.3188387213398495,-0.47454519624983954,-0.4736736092984604,-0.5176307525123133,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,1.1627396517424207,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,-0.855284312263728,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-2.0294073458673054,-0.47454519624983954,0.7676298785983874,-0.43776248884929375,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0.17207334213940226,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.2682227954619393,-0.47454519624983954,-0.4736736092984604,-0.2701412180209885,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,-1.0020496914641752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0.759134858941191,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,-0.5609748304808925,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.392221410940073,-0.47454519624983954,-0.4736736092984604,-0.22559322262067316,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0.15525500308665888,0.4327933656785018,-0.4736736092984604,-0.49237782784290063,0.059159876663617626,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0.09869065253917866,0.4327933656785018,-0.4736736092984604,1.6323350375212924,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.1948401058617157,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0.9059002381416382,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0.17207334213940226,-0.47454519624983954,-0.4736736092984604,0.8876878608937296,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-1.0020496914641752,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.1948401058617157,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,1.5663444445436505,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.13081019997533558,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.6123694797407438,0.4327933656785018,-0.4736736092984604,1.163700193253568,0.059159876663617626,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.4601623283443675,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-0.671827588263169,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.855284312263728,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-1.6485044490576972,2.2474704895351842,0.7676298785983874,-0.13565761536436197,1.9195639980971482,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0.392221410940073,0.4327933656785018,-0.4736736092984604,1.0323213593611125,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,-0.04807472666126852,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2.153405961345439,-0.47454519624983954,-0.4736736092984604,-0.3766033765200472,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-1.8092592770666347,3.1548090514635256,2.0089333664952354,-0.016444159470040135,3.1598334123861687,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0.14560665209025545,-0.47454519624983954,-0.4736736092984604,-0.49640476528021726,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1.0526656173420854,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-1.589111208265964,-0.47454519624983954,2.0089333664952354,-0.11988611489111134,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0.24545603173962585,-0.47454519624983954,-0.4736736092984604,-0.4012683683236117,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-0.6610190619716284,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0.059159876663617626,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0.2613538672794458,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0.059159876663617626,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,-0.04807472666126852,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1.0526656173420854,1.340131927606843,-0.4736736092984604,1.163700193253568,0.6792945838081278,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
0,-0.3416054850621629,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,-0.41498817466238647,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0.5389867901405202,0.4327933656785018,0.7676298785983874,0.40974072380221066,0.6792945838081278,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,1.7864925133443212,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,-0.005730370763946014,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.04807472666126852,0.4327933656785018,0.7676298785983874,-0.43776248884929375,0.6792945838081278,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,2.37355403014611,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.025307962938955077,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.8325175485414146,-0.47454519624983954,2.0089333664952354,-0.2414492887801075,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,-0.04807472666126852,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0.6792945838081278,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0.455276360582512,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,-0.5609748304808925,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,1.093228788100527,-0.5609748304808925,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0.392221410940073,-0.47454519624983954,-0.4736736092984604,9.667166525013505,-0.5609748304808925,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,1.4929617549434269,-0.47454519624983954,0.7676298785983874,-0.12491978668775715,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,-1.956024656267082,3.1548090514635256,2.0089333664952354,-0.016444159470040135,3.1598334123861687,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,1.6397271341438742,0.4327933656785018,0.7676298785983874,0.955306180872432,0.6792945838081278,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.759134858941191,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-1.0020496914641752,3.1548090514635256,0.7676298785983874,0.1506737441786005,2.5396987052416584,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.3416054850621629,0.4327933656785018,-0.4736736092984604,-0.4918744606632361,0.059159876663617626,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,2.080023271745216,-0.47454519624983954,0.7676298785983874,2.441497778832105,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1,0.392221410940073,-0.47454519624983954,-0.4736736092984604,2.0825124140450755,-0.5609748304808925,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0.48282049488372764,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,-0.3416054850621629,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.8325175485414146,-0.47454519624983954,0.7676298785983874,-0.255795253400548,0.059159876663617626,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0.5389867901405202,-0.47454519624983954,0.7676298785983874,-0.05042144409739929,0.059159876663617626,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,2.446936719746333,0.4327933656785018,-0.4736736092984604,0.921244330558889,0.059159876663617626,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,1.126048306942309,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0.3892721744220285,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,-1.6624938978661876,3.1548090514635256,0.7676298785983874,-0.06199888922968463,2.5396987052416584,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1,0.392221410940073,0.4327933656785018,0.7676298785983874,-0.24069423801061057,0.6792945838081278,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,2.5937020989467805,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.1214574162614921,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.0020496914641752,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,2.063163598809564,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0.24545603173962585,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.9059002381416382,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,-0.5617535538628337,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,-0.2682227954619393,-0.47454519624983954,-0.4736736092984604,0.9391984311231651,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,-0.7819016226635045,0.4327933656785018,-0.4736736092984604,1.1854295476653287,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,0.4656041005402966,-0.47454519624983954,-0.4736736092984604,-0.3891875560116617,-0.5609748304808925,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,-0.4702296719376591,-0.5609748304808925,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.8108399525921289,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,-0.4516795194624983,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,-0.5609748304808925,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-2.0294073458673054,0.4327933656785018,2.0089333664952354,2.4029901895877646,1.299429290952638,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0.8899481332967399,-0.47454519624983954,-0.4736736092984604,-0.034313694348132716,-0.5609748304808925,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1,1.4929617549434269,-0.47454519624983954,0.7676298785983874,4.335332226633905,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0.4329930349338882,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.5609748304808925,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,-0.49788768182013904,1.340131927606843,-0.4736736092984604,-0.18029017645086096,0.6792945838081278,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.7819016226635045,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,0.8834818264687703,-0.47454519624983954,-0.4736736092984604,-0.3997582667846179,-0.5609748304808925,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,0.08407392357151794,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.5609748304808925,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,-2.1086606506355468,0.4327933656785018,2.0089333664952354,2.4029901895877646,1.299429290952638,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1,-0.018079552287177027,-0.47454519624983954,-0.4736736092984604,1.5841789061771412,-0.5609748304808925,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.9286670018639517,0.4327933656785018,-0.4736736092984604,1.5442457810799908,0.059159876663617626,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,0.025307962938955077,0.4327933656785018,-0.4736736092984604,-0.16518916106092355,0.059159876663617626,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,0.025307962938955077,-0.47454519624983954,-0.4736736092984604,0.49782998024351216,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.41498817466238647,-0.47454519624983954,-0.4736736092984604,1.0259447039291216,-0.5609748304808925,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.855284312263728,1.340131927606843,2.0089333664952354,4.634416897040849,1.9195639980971482,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
